,oktmo,region_name,value_2014,value_2015,value_2016,value_2017,value_2018,in_program
499,1647466,Алтайскийкрай,46,56,44,40,37,False
500,1647470,Алтайскийкрай,6,4,3,2,2,False
501,1647473,Алтайскийкрай,20,21,12,11,14,False
502,1647475,Алтайскийкрай,9,9,8,9,5,False
503,1647482,Алтайскийкрай,4,3,5,4,5,False
504,1647492,Алтайскийкрай,8,5,4,8,9,False
505,1648406,Алтайскийкрай,26,23,24,20,20,False
506,1648430,Алтайскийкрай,5,6,4,5,1,False
507,1648436,Алтайскийкрай,16,13,11,8,8,False
508,1648446,Алтайскийкрай,55,45,46,39,42,False
509,1648457,Алтайскийкрай,3,5,2,3,2,False
510,1649403,Алтайскийкрай,11,15,10,7,9,False
511,1649407,Алтайскийкрай,9,9,6,8,8,False
512,1649409,Алтайскийкрай,12,9,5,4,5,False
513,1649412,Алтайскийкрай,18,23,22,13,14,False
514,1649420,Алтайскийкрай,8,5,9,8,3,False
515,1649424,Алтайскийкрай,4,6,2,2,2,False
516,1649436,Алтайскийкрай,11,11,5,8,10,False
517,1649447,Алтайскийкрай,24,30,19,28,19,False
518,1649450,Алтайскийкрай,7,14,10,9,8,False
519,1649452,Алтайскийкрай,25,17,28,23,15,False
520,1649454,Алтайскийкрай,5,10,5,5,4,False
521,1649460,Алтайскийкрай,9,11,8,9,5,False
522,1649462,Алтайскийкрай,120,136,110,112,84,False
523,1649469,Алтайскийкрай,22,15,12,17,12,False
524,1649475,Алтайскийкрай,2,4,3,3,5,False
525,1649480,Алтайскийкрай,4,3,3,2,1,False
526,1649491,Алтайскийкрай,16,16,23,13,8,False
527,1650411,Алтайскийкрай,21,9,15,8,10,False
528,1650422,Алтайскийкрай,26,5,17,13,14,False
529,1650433,Алтайскийкрай,9,10,13,12,7,False
530,1650444,Алтайскийкрай,12,6,7,7,10,False
531,1650455,Алтайскийкрай,14,14,16,11,11,False
532,1650460,Алтайскийкрай,18,17,14,14,15,False
533,1650466,Алтайскийкрай,74,57,65,56,57,False
534,1650477,Алтайскийкрай,35,36,36,27,23,False
535,1650488,Алтайскийкрай,11,7,10,8,6,False
536,1651408,Алтайскийкрай,28,29,24,32,22,False
537,1651410,Алтайскийкрай,25,18,20,14,15,False
538,1651414,Алтайскийкрай,16,19,19,19,13,False
539,1651425,Алтайскийкрай,16,4,10,8,5,False
540,1651430,Алтайскийкрай,29,16,23,11,15,False
541,1651434,Алтайскийкрай,11,11,10,16,9,False
542,1651440,Алтайскийкрай,8,9,4,8,3,False
543,1651454,Алтайскийкрай,13,13,9,11,13,False
544,1651457,Алтайскийкрай,127,120,118,112,105,False
545,1651470,Алтайскийкрай,40,25,28,23,31,False
546,1651492,Алтайскийкрай,6,5,2,5,4,False
547,1652403,Алтайскийкрай,5,4,5,2,1,False
548,1652407,Алтайскийкрай,8,7,13,12,10,False
549,1652416,Алтайскийкрай,23,23,14,15,29,False
550,1652420,Алтайскийкрай,3,11,5,7,7,False
551,1652425,Алтайскийкрай,11,5,5,7,4,False
552,1652432,Алтайскийкрай,3,8,8,5,8,False
553,1652436,Алтайскийкрай,7,5,11,2,2,False
554,1652450,Алтайскийкрай,4,2,2,1,3,False
555,1652452,Алтайскийкрай,3,6,7,2,5,False
556,1652458,Алтайскийкрай,68,61,62,68,48,False
557,1652461,Алтайскийкрай,2,1,1,4,2,False
558,1652469,Алтайскийкрай,11,5,6,2,1,False
559,1652480,Алтайскийкрай,31,19,18,10,18,False
560,1652485,Алтайскийкрай,10,6,2,5,1,False
561,1653411,Алтайскийкрай,13,6,13,9,5,False
562,1653422,Алтайскийкрай,17,23,13,8,15,False
563,1653433,Алтайскийкрай,7,11,11,11,,False
564,1653455,Алтайскийкрай,11,13,12,16,5,False
565,1653466,Алтайскийкрай,16,14,12,15,13,False
566,1653477,Алтайскийкрай,8,13,11,10,3,False
567,1653480,Алтайскийкрай,7,17,13,9,7,False
568,1653488,Алтайскийкрай,57,57,54,63,66,False
569,1653490,Алтайскийкрай,10,3,7,7,,False
570,1654408,Алтайскийкрай,15,17,16,6,12,False
571,1654411,Алтайскийкрай,17,14,11,8,14,False
572,1654422,Алтайскийкрай,18,6,13,10,13,False
573,1654433,Алтайскийкрай,8,2,5,8,7,False
574,1654444,Алтайскийкрай,17,9,5,7,8,False
575,1654446,Алтайскийкрай,7,4,3,4,1,False
576,1654448,Алтайскийкрай,7,8,9,1,8,False
577,1654455,Алтайскийкрай,91,63,64,71,63,False
578,1654466,Алтайскийкрай,22,12,17,12,14,False
579,1655408,Алтайскийкрай,2,5,2,2,1,False
580,1655411,Алтайскийкрай,5,9,5,7,6,False
581,1655419,Алтайскийкрай,7,7,10,10,6,False
582,1655423,Алтайскийкрай,10,9,10,5,4,False
583,1655434,Алтайскийкрай,3,3,1,8,3,False
584,1655440,Алтайскийкрай,11,10,12,11,6,False
585,1655443,Алтайскийкрай,6,6,4,2,4,False
586,1655446,Алтайскийкрай,12,9,8,5,5,False
587,1655457,Алтайскийкрай,11,5,9,5,7,False
588,1655460,Алтайскийкрай,10,8,4,9,4,False
589,1655470,Алтайскийкрай,12,6,7,2,3,False
590,1655480,Алтайскийкрай,64,46,46,64,39,False
591,1655491,Алтайскийкрай,1,4,3,3,1,False
592,1656412,Алтайскийкрай,11,10,4,6,4,False
593,1656420,Алтайскийкрай,34,21,24,24,21,False
594,1656430,Алтайскийкрай,12,15,17,9,15,False
595,1656435,Алтайскийкрай,21,10,16,17,9,False
596,1656446,Алтайскийкрай,27,18,21,15,18,False
597,1656460,Алтайскийкрай,11,5,10,10,5,False
598,1656480,Алтайскийкрай,12,10,10,9,7,False
599,1656486,Алтайскийкрай,5,7,1,8,4,False
600,1656490,Алтайскийкрай,12,10,10,10,12,False
601,1656493,Алтайскийкрай,67,85,68,81,59,False
602,1657407,Алтайскийкрай,30,23,19,23,18,False
603,1657412,Алтайскийкрай,26,20,15,13,18,False
604,1657415,Алтайскийкрай,6,12,10,7,16,False
605,1657420,Алтайскийкрай,7,5,5,5,6,False
606,1657430,Алтайскийкрай,11,8,4,12,2,False
607,1657434,Алтайскийкрай,11,17,18,13,17,False
608,1657445,Алтайскийкрай,8,4,9,5,4,False
609,1657464,Алтайскийкрай,17,6,5,12,10,False
610,1657468,Алтайскийкрай,7,5,5,11,5,False
611,1657473,Алтайскийкрай,11,2,10,2,3,False
612,1657479,Алтайскийкрай,69,70,59,65,51,False
613,1657490,Алтайскийкрай,15,6,4,11,7,False
614,1658411,Алтайскийкрай,13,12,14,15,14,False
615,1658420,Алтайскийкрай,15,21,17,13,7,False
616,1658422,Алтайскийкрай,18,25,14,22,16,False
617,1658433,Алтайскийкрай,15,11,21,17,16,False
618,1658444,Алтайскийкрай,12,17,11,10,7,False
619,1658455,Алтайскийкрай,6,7,5,4,7,False
620,1658466,Алтайскийкрай,21,31,19,16,17,False
621,1658477,Алтайскийкрай,21,11,17,12,8,False
622,1658488,Алтайскийкрай,47,38,34,34,34,False
623,1659409,Алтайскийкрай,9,20,6,11,14,False
624,1659413,Алтайскийкрай,14,8,17,9,9,False
625,1659420,Алтайскийкрай,15,8,6,18,8,False
626,1659426,Алтайскийкрай,17,14,19,11,8,False
627,1659430,Алтайскийкрай,13,7,5,7,9,False
628,1659435,Алтайскийкрай,13,12,12,11,8,False
629,1659439,Алтайскийкрай,6,7,7,5,3,False
630,1659442,Алтайскийкрай,10,8,6,8,4,False
631,1659446,Алтайскийкрай,17,17,10,8,10,False
632,1659452,Алтайскийкрай,16,14,9,12,11,False
633,1659462,Алтайскийкрай,13,12,16,10,6,False
634,1659465,Алтайскийкрай,11,14,12,15,17,False
635,1659470,Алтайскийкрай,12,8,10,14,8,False
636,1659474,Алтайскийкрай,40,41,37,32,25,False
637,1659478,Алтайскийкрай,14,9,13,10,7,True
638,1659480,Алтайскийкрай,13,19,16,18,16,False
639,1659485,Алтайскийкрай,16,13,5,9,7,False
640,1659490,Алтайскийкрай,6,8,5,8,3,False
641,1659495,Алтайскийкрай,127,117,91,90,84,False
642,1660405,Алтайскийкрай,21,20,15,21,9,False
643,1660410,Алтайскийкрай,19,14,17,11,25,False
644,1660415,Алтайскийкрай,9,9,8,6,10,False
645,1660420,Алтайскийкрай,26,33,38,29,22,False
646,1660425,Алтайскийкрай,19,14,15,16,10,False
647,1660430,Алтайскийкрай,24,15,23,24,18,False
648,1660435,Алтайскийкрай,34,36,24,28,17,False
649,1660440,Алтайскийкрай,21,16,22,23,16,False
650,1660445,Алтайскийкрай,12,15,19,19,14,False
651,1660450,Алтайскийкрай,22,19,17,16,19,False
652,1660460,Алтайскийкрай,16,13,15,11,13,False
653,1660470,Алтайскийкрай,24,26,18,15,20,False
654,4601401,Красноярскийкрай,140,130,116,110,105,False
655,4601402,Красноярскийкрай,9,3,6,7,8,False
656,4601404,Красноярскийкрай,18,12,17,12,6,False
657,4601407,Красноярскийкрай,2,9,6,4,7,False
658,4601410,Красноярскийкрай,31,28,38,13,25,False
659,4601413,Красноярскийкрай,11,1,8,7,1,False
660,4601420,Красноярскийкрай,15,6,4,7,5,False
661,4601422,Красноярскийкрай,11,14,8,6,13,False
662,4601425,Красноярскийкрай,12,7,10,8,9,False
663,4601428,Красноярскийкрай,19,11,10,10,7,False
664,4601434,Красноярскийкрай,9,4,5,5,3,False
665,4601437,Красноярскийкрай,14,18,24,20,16,False
666,4601440,Красноярскийкрай,8,12,7,8,11,False
667,4601443,Красноярскийкрай,12,9,2,10,11,False
668,4601446,Красноярскийкрай,30,21,25,27,19,False
669,4601449,Красноярскийкрай,10,6,3,7,8,False
670,4603402,Красноярскийкрай,23,16,17,13,18,False
671,4603404,Красноярскийкрай,34,20,22,20,19,True
672,4603407,Красноярскийкрай,31,23,20,14,11,False
673,4603410,Красноярскийкрай,34,36,33,25,20,False
674,4603413,Красноярскийкрай,9,6,5,3,6,False
675,4603414,Красноярскийкрай,31,29,20,21,18,False
676,4603419,Красноярскийкрай,26,12,8,15,11,False
677,4603422,Красноярскийкрай,40,26,28,17,16,False
678,4603428,Красноярскийкрай,25,17,15,13,10,False
679,4604402,Красноярскийкрай,13,8,6,10,11,False
680,4604403,Красноярскийкрай,8,12,5,6,1,False
681,4604404,Красноярскийкрай,14,13,8,13,8,False
682,4604405,Красноярскийкрай,9,15,9,8,10,False
683,4604406,Красноярскийкрай,6,8,6,13,16,False
684,4604407,Красноярскийкрай,24,22,26,12,16,False
685,4604410,Красноярскийкрай,7,9,10,11,5,False
686,4604413,Красноярскийкрай,25,24,34,24,23,False
687,4604416,Красноярскийкрай,20,14,11,18,8,False
688,4604419,Красноярскийкрай,29,16,21,30,27,False
689,4604422,Красноярскийкрай,15,9,15,10,9,False
690,4604425,Красноярскийкрай,24,25,26,13,18,True
691,4605402,Красноярскийкрай,40,37,40,39,32,False
692,4605405,Красноярскийкрай,27,24,18,24,19,False
693,4605416,Красноярскийкрай,66,66,76,65,58,False
694,4605420,Красноярскийкрай,116,106,111,97,98,False
695,4605425,Красноярскийкрай,47,48,49,38,42,False
696,4606403,Красноярскийкрай,7,7,6,5,4,False
697,4606407,Красноярскийкрай,1,1,1,3,1,False
698,4606408,Красноярскийкрай,3,3,1,1,1,False
699,4606410,Красноярскийкрай,5,4,5,3,1,False
700,4606416,Красноярскийкрай,70,64,51,58,60,False
701,4606419,Красноярскийкрай,6,6,5,2,4,False
702,4606422,Красноярскийкрай,6,6,4,2,4,False
703,4606425,Красноярскийкрай,1,5,1,2,1,False
704,4606426,Красноярскийкрай,12,10,8,10,6,False
705,4606428,Красноярскийкрай,7,1,2,3,1,False
706,4606430,Красноярскийкрай,38,38,48,25,31,False
707,4608402,Красноярскийкрай,9,3,6,13,5,False
708,4608404,Красноярскийкрай,46,38,33,26,21,True
709,4608407,Красноярскийкрай,17,18,14,12,11,False
710,4608410,Красноярскийкрай,17,10,7,9,6,False
711,4608413,Красноярскийкрай,18,16,14,21,10,False
712,4608416,Красноярскийкрай,28,16,13,13,15,False
713,4608419,Красноярскийкрай,10,7,8,9,5,False
714,4608422,Красноярскийкрай,15,14,13,15,10,False
715,4609402,Красноярскийкрай,23,27,29,19,20,False
716,4609404,Красноярскийкрай,13,6,4,4,10,False
717,4609407,Красноярскийкрай,2,1,7,2,2,False
718,4609410,Красноярскийкрай,159,155,137,137,131,False
719,4609413,Красноярскийкрай,8,10,12,11,4,False
720,4609418,Красноярскийкрай,57,48,47,37,30,False
721,4609419,Красноярскийкрай,13,19,12,14,24,False
722,4609422,Красноярскийкрай,23,27,19,18,21,False
723,4609423,Красноярскийкрай,10,13,13,8,10,False
724,4609424,Красноярскийкрай,10,7,3,7,4,False
725,4609425,Красноярскийкрай,16,18,17,27,17,False
726,4609428,Красноярскийкрай,19,16,29,30,26,False
727,4609430,Красноярскийкрай,79,75,65,66,62,False
728,4609431,Красноярскийкрай,9,9,9,7,6,False
729,4609433,Красноярскийкрай,14,11,12,21,12,False
730,4609434,Красноярскийкрай,36,31,41,38,29,False
731,4609440,Красноярскийкрай,17,8,12,11,7,False
732,4609445,Красноярскийкрай,52,60,45,40,41,False
733,4610402,Красноярскийкрай,10,4,1,5,5,False
734,4610404,Красноярскийкрай,20,16,17,10,17,False
735,4610407,Красноярскийкрай,11,6,8,7,7,False
736,4610410,Красноярскийкрай,9,5,5,4,3,False
737,4610413,Красноярскийкрай,6,6,7,8,9,False
738,4610416,Красноярскийкрай,23,26,23,18,25,False
739,4610419,Красноярскийкрай,13,13,7,14,13,False
740,4610422,Красноярскийкрай,18,9,7,10,12,False
741,4610425,Красноярскийкрай,14,5,13,15,14,False
742,4610428,Красноярскийкрай,11,5,5,4,13,False
743,4610433,Красноярскийкрай,31,21,17,21,15,False
744,4611402,Красноярскийкрай,18,6,5,10,10,False
745,4611404,Красноярскийкрай,4,6,4,2,1,False
746,4611407,Красноярскийкрай,68,56,54,61,47,False
747,4611410,Красноярскийкрай,9,1,4,4,3,False
748,4611413,Красноярскийкрай,18,10,8,6,6,False
749,4611416,Красноярскийкрай,9,4,7,5,7,False
750,4611419,Красноярскийкрай,13,6,6,4,4,False
751,4611422,Красноярскийкрай,3,7,5,2,4,False
752,4611425,Красноярскийкрай,4,1,1,2,2,False
753,4613402,Красноярскийкрай,20,15,12,9,7,False
754,4613409,Красноярскийкрай,19,17,12,17,11,False
755,4613410,Красноярскийкрай,103,117,95,106,98,False
756,4613416,Красноярскийкрай,14,16,13,18,14,False
757,4613419,Красноярскийкрай,12,5,11,7,4,False
758,4613422,Красноярскийкрай,4,2,7,4,3,False
759,4613425,Красноярскийкрай,13,5,12,3,3,False
760,4613431,Красноярскийкрай,16,7,14,13,5,False
761,4614404,Красноярскийкрай,67,59,78,58,65,False
762,4614410,Красноярскийкрай,14,13,16,17,11,False
763,4614413,Красноярскийкрай,20,22,22,15,21,False
764,4614418,Красноярскийкрай,19,18,20,12,10,False
765,4614428,Красноярскийкрай,39,36,33,27,30,False
766,4614431,Красноярскийкрай,,1,1,1,,False
