,region_name,value,oktmo,in_program
21034,Волгоградская область,706.0,18604411,False
21041,Волгоградская область,2520.0,18604412,False
21048,Волгоградская область,1514.0,18604416,False
21055,Волгоградская область,980.0,18604420,False
21062,Волгоградская область,1797.0,18604424,False
21069,Волгоградская область,1048.0,18604426,False
21076,Волгоградская область,3189.0,18604427,False
21083,Волгоградская область,444.0,18604428,False
21090,Волгоградская область,1096.0,18604432,False
21097,Волгоградская область,1768.0,18604436,False
